sl.no,Date and Time,,vehicle_number
,date,,
0,Sat May 23 11:14:01 2020,‘DL9CAQ5785,
,date,,
0,Sat May 23 11:15:49 2020,MH1IZDE1433,
,date,  ,
0,Sat May 23 11:20:44 2020,MH1IZDE1433,
,date,       ,
0,Sat May 23 11:21:23 2020,MH1IZDE1433,
,date,       ,
0,Sat May 23 11:23:55 2020,MH1IZDE1433,
,date,       ,
0,Sat May 23 11:26:41 2020,MH1IZDE1433,
